ICAO,IATA,Name,Type,Municipality,Country,
RKSG,,A 511 Airport,Medium airport,,South Korea,
OIAA,ABD,Abadan Airport,Medium airport,Abadan,Iran,
OISA,,Abadeh Airport,Small airport,Abadeh,Iran,
UNAA,ABA,Abakan Airport,Medium airport,Abakan,Russia,
OPAB,,Abbottabad Airport,Small airport,Abbottabad,Pakistan,
OYAB,EAB,Abbse Airport,Small airport,Abbse,Yemen,
OICD,,Abdanan Airport,Small airport,Abdanan,Iran,
WARA,MLG,Abdul Rachman Saleh Airport,Small airport,Malang-Java Island,Indonesia,
OEAB,AHB,Abha Regional Airport,Medium airport,Abha,Saudi Arabia,
OEBQ,,Abqaiq Airport,Small airport,,Saudi Arabia,
WASC,RSK,Abresso Airport,Small airport,Ransiki-Papua Island,Indonesia,
OEAA,,Abu Ali Airport,Small airport,,Saudi Arabia,
OMAA,AUH,Abu Dhabi International Airport,Large airport,Abu Dhabi,United Arab Emirates,
OIBA,AEU,Abu Musa Island Airport,Medium airport,Abu Musa,Iran,
VA74,,Abu Road Airport,Small airport,,India,
UNKS,ACS,Achinsk Airport,Medium airport,Achinsk,Russia,
WAHS,SRG,Achmad Yani Airport,Small airport,Semarang-Java Island,Indonesia,
VIAX,AIP,Adampur Airport,Small airport,Adampur,India,
LTAF,ADA,Adana Airport,Large airport,Adana,Turkey,
OYAA,ADE,Aden International Airport,Medium airport,Aden,Yemen,
WARQ,SOC,Adi Sumarmo Wiryokusumo Airport,Small airport,Sukarata(Solo)-Java Island,Indonesia,
WARJ,JOG,Adi Sutjipto International Airport,Small airport,Yogyakarta-Java Island,Indonesia,
LTCP,ADF,Adıyaman Airport,Medium airport,Adıyaman,Turkey,
LTBJ,ADB,Adnan Menderes International Airport,Large airport,İzmir,Turkey,
WIME,AEG,Aek Godang Airport,Medium airport,Padang Sidempuan-Sumatra Island,Indonesia,
LTAH,AFY,Afyon Airport,Medium airport,Afyonkarahisar,Turkey,
VEAT,IXA,Agartala Airport,Medium airport,Agartala,India,
WAKG,,Agats Airport,Small airport,Agats-Papua Island,Indonesia,
VOAT,AGX,Agatti Airport,Medium airport,Agatti,India,
OIAG,AKW,Aghajari Airport,Medium airport,Aghajari,Iran,
VIAG,AGR,Agra Airport,Medium airport,Agra,India,
LTCO,AJI,Ağrı Airport,Medium airport,Ağrı,Turkey,
RORA,AGJ,Aguni Airport,Small airport,Aguni,Japan,
OKAJ,XIJ,Ahmed Al Jaber Air Base,Medium airport,Ahmed Al Jaber AB,Kuwait,
OIAW,AWZ,Ahwaz Airport,Medium airport,Ahwaz,Iran,
UAAT,TDK,Taldykorgan Airport,Medium airport,Taldy Kurgan,Kazakhstan,
RJ01,,Akasaka Press Center Heliport,Heliport,Tokyo,Japan,
VI90,,Akbarpur Airport,Small airport,,India,
RJOE,,Akeno Airport,Small airport,,Japan,
LTBT,,Akhisar Airport,Medium airport,Manisa,Turkey,
WABC,,Akimuga,Small airport,,Indonesia,
RJSK,AXT,Akita Airport,Medium airport,Akita,Japan,
LTAE,,Akıncı Air Base,Medium airport,Ankara,Turkey,
VAAK,AKD,Akola Airport,Medium airport,Akola,India,
UBBA,,Akstafa Airport,Small airport,Akstafa,Azerbaijan,
ZWAK,AKU,Aksu Airport,Medium airport,Aksu,China,
UATE,SCO,Aktau Airport,Medium airport,Aktau,Kazakhstan,
UATT,AKX,Aktobe Airport,Medium airport,Aktyubinsk,Kazakhstan,
Z19M,,Al Abdaliyah Highway Strip,Small airport,Al Abdaliyah,Kuwait,
OEAH,HOF,Al Ahsa Airport,Medium airport,Eastern Province,Saudi Arabia,
OMAL,AAN,Al Ain International Airport,Medium airport,Al Ain,United Arab Emirates,
OE52,,Al Artawiyah South Airport,Small airport,,Saudi Arabia,
ORAA,IQA,Al Asad Air Base,Medium airport,Hīt,Iraq,
OYBA,,Al Badie Airport,Small airport,,Yemen,
OEBA,ABT,Al Baha Airport,Medium airport,Al Bahah Province,Saudi Arabia,
OMAM,DHF,Al Dhafra Air Base,Medium airport,Al Dhafra,United Arab Emirates,
OYGD,AAY,Al Ghaydah Airport,Medium airport,Al Ghaydah,Yemen,
OMAH,,Al Hamra Aux Airport,Small airport,,United Arab Emirates,
OE47,,Al Kharj,Small airport,,Saudi Arabia,
OE51,,Al Kharj East Airport,Small airport,,Saudi Arabia,
OTBK,,Al Khawr Airport,Small airport,Al Khawr,Qatar,
OE46,,Al Lidem Airport,Small airport,,Saudi Arabia,
OMDW,DWC,Al Maktoum International Airport,Large airport,Jebel Ali,United Arab Emirates,
OMDM,NHD,Al Minhad Air Base,Medium airport,Dubai,United Arab Emirates,
ORNI,NJF,Al Najaf International Airport,Small airport,Najaf,Iraq,
OEPA,AQI,Al Qaisumah/Hafr Al Batin Airport,Medium airport,Qaisumah,Saudi Arabia,
ORSH,,Al Sahra Army Air Field,Medium airport,Tikrit,Iraq,
OMRS,,Al Saqr Field,Small airport,,United Arab Emirates,
ORTI,,Al Taji Army Air Field,Medium airport,Taji,Iraq,
ORAT,TQD,Al Taqaddum Air Base,Medium airport,Al Habbaniyah,Iraq,
OTBH,XJD,Al Udeid Air Base,Medium airport,Ar Rayyan,Qatar,
OEWJ,EJH,Al Wajh Domestic Airport,Medium airport,Al Wajh,Saudi Arabia,
OYBI,BYD,Al-Bayda Airport,Small airport,Al-Bayda,Yemen,
OYBQ,BUK,Al-Bough Airport,Small airport,Al-Bough,Yemen,
OYZM,,Al-Hazm Airport,Small airport,Al-Hazm,Yemen,
OESK,AJF,Al-Jawf Domestic Airport,Medium airport,Al-Jawf,Saudi Arabia,
RPLY,,Alabat Island Airport,Small airport,Alabat Island,Philippines,
OPLA,LHE,Alama Iqbal International Airport,Medium airport,Lahore,Pakistan,
LTBC,,Alaşehir Airport,Small airport,Alaşehir,Turkey,
ZWBL,BPL,Alashankou Bole (Bortala) airport,Medium airport,Bole,China,
UEEA,ADH,Aldan Airport,Small airport,Aldan,Russia,
UNSA,,Aleksandrovskoye Airport,Small airport,Aleksandrovskoye,Russia,
OSAP,ALP,Aleppo International Airport,Large airport,Aleppo,Syria,
ORTL,,Ali Air Base,Medium airport,Nasiriyah,Iraq,
OKAS,,Ali Al Salem Air Base,Medium airport,Kuwait,Kuwait,
OICZ,,Aligoodarz Airport,Small airport,,Iran,
RPMA,AAV,Allah Valley Airport,Medium airport,Surallah,Philippines,
VIAL,IXD,Allahabad Airport,Medium airport,Allahabad,India,
UAAA,ALA,Almaty Airport,Large airport,Almaty,Kazakhstan,
VEAN,IXV,Along Airport,Medium airport,Arunachal Pradesh,India,
ZMAT,LTI,Altai Airport,Medium airport,Altai,Mongolia,
ZWAT,AAT,Altay Air Base,Medium airport,Altay,China,
ZBAL,AXF,Alxa Left Banner Bayanhot Airport,Medium airport,Bayanhot,China,
ZBAR,RHT,Alxa Right Banner Badanjilin Airport,Small airport,Badanjilin,China,
WAPA,AHI,Amahai Airport,Small airport,Amahai-Seram Island,Indonesia,
RJDA,AXJ,Amakusa Airport,Small airport,,Japan,
RJKA,ASJ,Amami Airport,Medium airport,Amami,Japan,
LTAP,MZH,Amasya Merzifon Airport,Small airport,Amasya,Turkey,
VIAM,,Ambala Air Force Station,Medium airport,Ambala,India,
ULDD,AMV,Amderma Airport,Medium airport,Amderma,Russia,
VA1L,,Amla Airport,Small airport,,India,
OJAM,ADJ,Amman-Marka International Airport,Medium airport,Amman,Jordan,
OINA,,Amol Airport,Small airport,,Iran,
VCCG,ADP,Ampara Airport,Medium airport,Ampara,Sri Lanka,
LTBY,AOE,Anadolu Airport,Medium airport,Eskişehir,Turkey,
WAAM,MXB,Andi Jemma Airport,Small airport,Masamba-Celebes Island,Indonesia,
UTFA,AZN,Andizhan Airport,Small airport,Andizhan,Uzbekistan,
WBAK,,Anduki Airport,Small airport,Anduki/Seria,Brunei,
WASG,AGD,Anggi Airport,Small airport,Anggi-Papua Island,Indonesia,
VYAS,,Anisakan Airport,Small airport,Anisakan,Burma,
ZLAK,AKA,Ankang Wulipu Airport,Small airport,Ankang,China,
VYAN,VBA,Ann Airport,Small airport,Aeng,Burma,
ZSAQ,AQG,Anqing Tianzhushan Airport,Medium airport,Anqing,China,
ZYAS,AOG,Anshan Air Base,Medium airport,Anshan,China,
ZUAS,AVA,Anshun Huangguoshu Airport,Medium airport,Anshun,China,
LTAI,AYT,Antalya International Airport,Large airport,Antalya,Turkey,
USDI,,Antipayuta Airport,Heliport,Antipayuta,Russia,
VCCA,ACJ,Anuradhapura Air Force Base,Medium airport,Anuradhapura,Sri Lanka,
ZHAY,AYN,Anyang Airport,Small airport,Anyang,China,
RJSA,AOJ,Aomori Airport,Medium airport,Aomori,Japan,
OJAQ,AQJ,Aqaba King Hussein International Airport,Medium airport,Aqaba,Jordan,
LL1B,,Arad Airport,Small airport,Arad,Israel,
OEAD,,Aradah Airport,Small airport,Ardah,Saudi Arabia,
OIHR,AJK,Arak Airport,Small airport,Araak,Iran,
UATA,,Aralsk Airport,Small airport,Aralsk,Kazakhstan,
OERR,RAE,Arar Domestic Airport,Medium airport,Arar,Saudi Arabia,
OITL,ADU,Ardabil Airport,Medium airport,Ardabil,Iran,
OE43,,Arfa Airport,Small airport,,Saudi Arabia,
UAUR,AYK,Arkalyk North Airport,Small airport,Arkalyk,Kazakhstan,
VOAR,,Arkonam Airport,Small airport,,India,
WAJA,ARJ,Arso Airport,Small airport,Arso-Papua Island,Indonesia,
WA1B,,Aru Airport,Small airport,Fekfetal / Jerdera-Trangan Island,Indonesia,
ZMAH,AVK,Arvaikheer Airport,Medium airport,Arvaikheer,Mongolia,
ZBES,YIE,Arxan Yi'ershi Airport,Medium airport,Arxan,China,
OMAR,,Arzanah Airport,Small airport,Arzanah Island,United Arab Emirates,
OYSF,,As Salif Airport,Small airport,As Salif,Yemen,
RJCA,,Asahikawa Airfield,Small airport,Camp Asahikawa,Japan,
RJEC,AKJ,Asahikawa Airport,Medium airport,Asahikawa / Hokkaidō,Japan,
UTAA,ASB,Ashgabat International Airport,Large airport,Ashgabat,Turkmenistan,
RJFA,,Ashiya Air Field,Medium airport,Ashiya,Japan,
UACC,TSE,Astana International Airport,Large airport,Astana,Kazakhstan,
OYAT,AXK,Ataq Airport,Medium airport,Ataq,Yemen,
LTBA,IST,Istanbul Ataturk Airport,Large airport,Istanbul,Turkey,
WPAT,AUT,Atauro Airport,Small airport,Atauro,Timor-Leste,
RJTA,NJA,Atsugi Naval Air Facility,Medium airport,Yamato,Japan,
VLAP,AOU,Attopeu Airport,Small airport,Attopeu,Laos,
UATG,GUW,Atyrau Airport,Medium airport,Atyrau,Kazakhstan,
VAAU,IXU,Aurangabad Airport,Medium airport,Aurangabad,India,
RPMC,CBO,Awang Airport,Medium airport,Cotabato City,Philippines,
VIAW,,Awantipur Air Force Station,Small airport,,India,
UASA,,Ayaguz Airport,Medium airport,Ayaguz,Kazakhstan,
WASA,AYW,Ayawasi Airport,Small airport,Ayawasi-Papua Island,Indonesia,
UERA,,Aykhal Airport,Medium airport,Yakutia,Russia,
WASO,BXB,Babo Airport,Medium airport,Babo-Papua Island,Indonesia,
OINB,,Babolsar Airport,Small airport,Babolsar,Iran,
RPVB,BCD,Bacolod-Silay Airport,Medium airport,Bacolod City,Philippines,
WAKE,BXD,Bade Airport,Small airport,Bade,Indonesia,
OIFP,,Badr Air Base,Medium airport,Esfahan,Iran,
RK38,,Baek Ui Ri Airfield (G 228),Small airport,Gososeong-ri,South Korea,
OIYB,,Bafgh Airport,Small airport,Bafgh,Iran,
OIKF,,Baft Airport,Small airport,,Iran,
RPUZ,,Bagabag Airport,Small airport,,Philippines,
VYBG,NYU,Bagan Airport,Small airport,Nyaung U,Burma,
UIUB,,Bagdarin Airport,Medium airport,Bagdarin,Russia,
VEBD,IXB,Bagdogra Airport,Medium airport,Siliguri,India,
ORBI,BGW,Baghdad International Airport,Large airport,Baghdad,Iraq,
VNBL,BGL,Baglung Airport,Small airport,Baglung,Nepal,
OAIX,OAI,Bagram Air Base,Medium airport,Bagram,Afghanistan,
WMAA,,Bahau Airport,Small airport,Bahau,Malaysia,
OPBR,WGB,Bahawalnagar Airport,Small airport,Bahawalnagar,Pakistan,
OPBW,BHV,Bahawalpur Airport,Medium airport,Bahawalpur,Pakistan,
OBBI,BAH,Bahrain International Airport,Large airport,Manama,Bahrain,
OI20,,Bahregan Airport,Small airport,,Iran,
ZYBA,DBC,Baicheng Chang'an Airport,Medium airport,Baicheng,China,
ZGBS,AEB,Baise Youjiang Airport,Medium airport,Baise,China,
ZBHH,HET,Baita International Airport,Large airport,Hohhot,China,
VNBT,BIT,Baitadi Airport,Small airport,Baitadi,Nepal,
WATB,BJW,Bajawa Soa Airport,Small airport,Bajawa,Indonesia,
VNBG,BJH,Bajhang Airport,Small airport,Bajhang,Nepal,
VNBR,BJU,Bajura Airport,Small airport,Bajura,Nepal,
WBGQ,BKM,Bakalalan Airport,Small airport,Bakalalan,Malaysia,
VIBL,,Bakshi Ka Talab Air Force Station,Small airport,Lucknow,India,
RPBL,BSI,Balesin Island Airport,Small airport,Balesin,Philippines,
LTFD,EDO,Balıkesir Körfez Airport,Medium airport,Edremit,Turkey,
LTBF,BZI,Balıkesir Merkez Airport,Medium airport,Balıkesir,Turkey,
UAAH,BXH,Balkhash Airport,Medium airport,Balkhash,Kazakhstan,
VEBG,RGH,Balurghat Airport,Small airport,Balurghat,India,
UAFR,,Balykchy Airport,Small airport,Balykchy,Kyrgyzstan,
OIKM,BXR,Bam Airport,Medium airport,Bam,Iran,
ORBB,BMN,Bamarni Airport,Small airport,Bamarni,Iraq,
OABN,BIN,Bamiyan Airport,Small airport,Bamiyan,Afghanistan,
VLHS,HOE,Ban Huoeisay Airport,Small airport,Huay Xai,Laos,
RPME,BXU,Bancasi Airport,Medium airport,Butuan City,Philippines,
VI76,,Band Tal Airport,Small airport,,India,
WAPC,NDA,Bandanaira Airport,Small airport,Banda-Naira Island,Indonesia,
OIKB,BND,Bandar Abbas International Airport,Medium airport,Bandar Abbas,Iran,
OIBL,BDH,Bandar Lengeh Airport,Medium airport,Bandar Lengeh,Iran,
VCBI,CMB,Bandaranaike International Colombo Airport,Large airport,Colombo,Sri Lanka,
WIPD,,Banding Agung Airport,Small airport,Pasar Bandingagung-Sumatra Island,Indonesia,
LTBG,BDM,Bandırma Airport,Medium airport,Bandırma,Turkey,
OICB,,Baneh Airport,Small airport,Baneh,Iran,
VTBT,,Bang Pra Airport,Small airport,Bang Pra,Thailand,
VYBM,BMO,Banmaw Airport,Small airport,Banmaw,Burma,
OPBN,BNP,Bannu Airport,Small airport,Bannu,Pakistan,
VA51,,Banswara Airport,Small airport,,India,
RPSB,,Bantayan Airport,Small airport,,Philippines,
WIAP,,Banyumas Airport,Small airport,Banyumas-Java Island,Indonesia,
ZUZH,PZI,Bao'anying Airport,Medium airport,Panzhihua,China,
ZPBS,BSD,Baoshan Yunduan Airport,Medium airport,Baoshan,China,
ZBOW,BAV,Baotou Airport,Medium airport,Baotou,China,
LLMZ,MTZ,Bar Yehuda Airfield,Medium airport,Masada,Israel,
UNRR,,Barabinsk Airport,Small airport,Barabinsk,Russia,
OYRT,,Barat Airport,Small airport,Barat,Yemen,
VIBY,BEK,Bareilly Air Force Station,Medium airport,Bareilly,India,
WBGZ,BBN,Bario Airport,Medium airport,Bario,Malaysia,
VGBR,BZL,Barisal Airport,Medium airport,Barisal,Bangladesh,
UNBB,BAX,Barnaul Airport,Medium airport,Barnaul,Russia,
VEPI,,Barrackpore Air Force Station,Small airport,Barrackpore,India,
ZMBU,UUN,Baruun Urt Airport,Medium airport,Baruun-Urt,Mongolia,
RPUF,,Basa Air Base,Small airport,Floridablanca,Philippines,
VORG,RMD,Basanth Nagar Airport,Small airport,Ramagundam,India,
VORG,RMD,Basanth Nagar Airport,Small airport,Ramagundam,India,
RPUO,BSO,Basco Airport,Medium airport,Basco,Philippines,
ORBR,,Bashur Airfield,Small airport,Bashur,Iraq,
ORMM,BSR,Basrah International Airport,Large airport,Basrah,Iraq,
OSLK,LTK,Bassel Al-Assad International Airport,Large airport,Latakia,Syria,
OIBH,,Bastak Airport,Small airport,,Iran,
UEBB,BQJ,Batagay Airport,Small airport,Batagay,Russia,
OMAD,AZI,Al Bateen Executive Airport,Medium airport,Abu Dhabi,United Arab Emirates,
OEBT,,Batha Airport,Small airport,Batha,Saudi Arabia,
VQBT,BUT,Bathpalathang Airport,Small airport,Jakar,Bhutan,
UAFB,,Batken Airport,Medium airport,Batken,Kyrgyzstan,
LTCJ,BAL,Batman Airport,Medium airport,Batman,Turkey,
WAJG,BXM,Batom Airport,Small airport,Batom-Papua Island,Indonesia,
VDBG,BBM,Battambang Airport,Medium airport,Battambang,Cambodia,
VCCB,BTC,Batticaloa Airport,Medium airport,Batticaloa,Sri Lanka,
WAOC,BTW,Batu Licin Airport,Small airport,Batu Licin-Borneo Island,Indonesia,
WMAB,,Batu Pahat Airport,Small airport,Batu Pahat,Malaysia,
WI1B,,Batujajar Airport,Small airport,Bandung-Java Island,Indonesia,
UGSB,BUS,Batumi International Airport,Medium airport,Batumi,Georgia,
WARW,BXW,Bawean Airport,Small airport,Bawean,Indonesia,
ZMBH,BYN,Bayankhongor Airport,Medium airport,Bayankhongor,Mongolia,
ZBYZ,RLK,Bayannur Tianjitai Airport,Medium airport,Bavannur,China,
UNIB,,Baykit Airport,Medium airport,Baykit,Russia,
LLBS,BEV,Beersheba (Teyman) Airport,Small airport,Beersheba,Israel,
VOHY,BPM,Begumpet Airport,Medium airport,Hyderabad,India,
VEBA,,Behala Airport,Small airport,Behala,India,
OINH,,Behshahr Airport,Small airport,,Iran,
ZGBH,BHY,Beihai Airport,Small airport,Beihai,China,
OYBN,BHN,Beihan Airport,Medium airport,Beihan,Yemen,
ZBAA,PEK,Beijing Capital International Airport,Large airport,Beijing,China,
ZBAD,PKX,Beijing Daxing International Airport,Large airport,Beijing,China,
ZBNY,NAY,Beijing Nanyuan Airport,Large airport,Beijing,China,
ZBBB,,Beijing Xijiao Airport,Medium airport,Beijing,China,
OLBA,BEY,Beirut Rafic Hariri International Airport,Large airport,Beirut,Lebanon,
OPBL,,Bela Airport,Small airport,Khan Bela,Pakistan,
OP14,,Belab Airport,Small airport,Belab,Pakistan,
WBGC,BLG,Belaga Airport,Small airport,Belaga,Malaysia,
UIIB,,Belaya Air Base,Small airport,Usolye-Sibirskoye,Russia,
UT1O,,Beleuli North Airport,Small airport,Beleuli,Uzbekistan,
VOBM,IXG,Belgaum Airport,Medium airport,Belgaum,India,
VOBI,BEP,Bellary Airport,Medium airport,Bellary,India,
LLBG,TLV,Ben Gurion International Airport,Large airport,Tel Aviv,Israel,
LLIB,RPN,Ben Ya'akov Airport,Medium airport,Rosh Pina,Israel,
OPRN,,Benazir Bhutto International Airport,Medium airport,Islamabad,Pakistan,
ZSBB,BFU,Bengbu Airport,Medium airport,Bengbu,China,
WIOB,,Bengkayang Airport,Small airport,Bengkayang-Borneo Island,Indonesia,
WMAC,,Benta Airport,Small airport,Benta,Malaysia,
WIPY,,Bentayan Airport,Small airport,Bentayan-Sumatra Island,Indonesia,
WMAD,,Bentong Airport,Small airport,Bentong,Malaysia,
USHB,EZV,Berezovo Airport,Medium airport,Berezovo,Russia,
WAOM,,Beringin Airport,Small airport,Murateweh-Borneo Island,Indonesia,
UHMR,,Beringovskiy Airport,Small airport,Beringovsky,Russia,
WAWB,BUW,Betoambari Airport,Small airport,Bau Bau-Butung Island,Indonesia,
VNCG,BDP,Bhadrapur Airport,Small airport,Bhadrapur,Nepal,
OPBG,BHW,Bhagatanwala Airport,Small airport,Bhagatanwala,Pakistan,
VNBP,BHR,Bharatpur Airport,Small airport,Bharatpur,Nepal,
VI82,,Bharkot Airport,Small airport,,India,
VIBT,BUP,Bathinda Airport,Medium airport,Bathinda,India,
VABV,BHU,Bhavnagar Airport,Medium airport,Bhavnagar,India,
VA1E,,Bhilai Airport,Small airport,,India,
VI20,,Bhilwara Airport,Small airport,,India,
VIBW,,Bhiwani Airport,Small airport,,India,
VNBJ,BHP,Bhojpur Airport,Small airport,Bhojpur,Nepal,
VABJ,BHJ,Bhuj Airport,Medium airport,Bhuj,India,
WABU,,Biak Manuhua Airport,Small airport,Biak-Supiori Island,Indonesia,
VOBR,,Bidar Airport,Medium airport,Bidar,India,
WMAE,,Bidor Airport,Small airport,Bidor,Malaysia,
ZUBJ,BFJ,Bijie Feixiong Airport,Medium airport,Bijie,China,
VEBS,BBI,Biju Patnaik Airport,Medium airport,Bhubaneswar,India,
VEBU,PAB,Bilaspur Airport,Medium airport,Bilaspur,India,
RPVQ,,Biliran Airport,Small airport,,Philippines,
WABV,UGU,Bilogai-Sugapa Airport,Medium airport,Sugapa-Papua Island,Indonesia,
WIMB,GNS,Binaka Airport,Medium airport,Gunung Sitoli-Nias Island,Indonesia,
ZMBD,,Binder Airport,Small airport,Binder,Mongolia,
LTCU,BGG,Bingöl Çeltiksuyu Airport,Small airport,Bingöl,Turkey,
WBGB,BTU,Bintulu Airport,Medium airport,Bintulu,Malaysia,
VNVT,BIR,Biratnagar Airport,Medium airport,Biratnagar,Nepal,
OIMB,XBJ,Birjand Airport,Medium airport,Birjand,Iran,
VA1C,,Birlagram Airport,Small airport,,India,
UHHB,,Birobidzhan Yuzhniy Airfield,Small airport,,Russia,
UHB1,,Birofeld Air Base,Medium airport,Birofeld,Russia,
VERC,IXR,Birsa Munda Airport,Medium airport,Ranchi,India,
OEBH,BHH,Bisha Airport,Medium airport,Asir Province,Saudi Arabia,
OINJ,BSM,Bishe Kola Air Base,Small airport,Amol,Iran,
RPMF,BPH,Bislig Airport,Medium airport,Bislig,Philippines,
UNBI,,Biysk Airport,Small airport,Biysk,Russia,
UHK1,,Blagodatnoye Air Base,Medium airport,Blagodatnoye,Russia,
WARB,BWX,Blimbingsari Airport,Small airport,Banyuwangi,Indonesia,
UIKB,ODO,Bodaybo Airport,Small airport,Bodaybo,Russia,
UNTT,TOF,Bogashevo Airport,Medium airport,Tomsk,Russia,
VGBG,,Bogra Airport,Small airport,Bogra,Bangladesh,
UNKB,,Boguchany Airport,Small airport,Boguchany,Russia,
OIMN,BJB,Bojnord Airport,Medium airport,Bojnord,Iran,
VEBK,,Bokaro Airport,Small airport,,India,
WAJB,BUI,Bokondini Airport,Small airport,Bokondini,Indonesia,
VYBP,VBP,Bokpyinn Airport,Small airport,Bokpyinn,Burma,
RK73,,Bongamri (C 263) Heliport,Heliport,Bongam-ri,South Korea,
WALC,BXT,Bontang Airport,Small airport,Bontang-Borneo Island,Indonesia,
UAAR,BXJ,Boralday Airport,Small airport,Aima Ata,Kazakhstan,
OIBN,,Borazjan Airport,Small airport,Borazjan,Iran,
RPVW,,Borongan Airport,Small airport,Borongan City,Philippines,
OABT,BST,Bost Airport,Small airport,Bost,Afghanistan,
VLFL,PCQ,Boun Neau Airport,Small airport,Phongsaly,Laos,
UIBB,BTK,Bratsk Airport,Medium airport,Bratsk,Russia,
WBSB,BWN,Brunei International Airport,Large airport,Bandar Seri Begawan,Brunei,
RKRB,,Bu Cheon Airfield (G-103) Airport,Small airport,Ilsin-ro,South Korea,
WIRR,,Budiarto Airport,Small airport,Tangerang-Java Island,Indonesia,
OMAB,,Buhasa Airport,Small airport,,United Arab Emirates,
UTSB,BHK,Bukhara Airport,Medium airport,Bukhara,Uzbekistan,
RKSP,,Bukpo-ri Heliport,Heliport,Bukpo-ri,Baengnyeongdo,South Korea
WAPB,,Bula Airport,Small airport,Bula-Seram Island,Indonesia,
ZMBR,UGT,Bulagtai Resort Airport,Small airport,Umnugobitour,Mongolia,
RPUU,,Bulan Airport,Small airport,Bulan,Philippines,
ZMBN,UGA,Bulgan Airport,Medium airport,Bulgan,Mongolia,
ZMBS,HBU,Bulgan Sum Airport,Small airport,Bulgan,Mongolia,
WIOD,TJQ,Buluh Tumbang (H A S Hanandjoeddin) Airport,Small airport,Tanjung Pandan-Belitung Island,Indonesia,
WRBU,,Buntok Airport,Small airport,Buntok-Borneo Island,Indonesia,
WALV,BYQ,Bunyu Airport,Small airport,Bunju Island,Indonesia,
WAMY,UOL,Buol Airport,Small airport,Buol-Celebes Island,Indonesia,
VVBM,BMV,Buon Ma Thuot Airport,Medium airport,Buon Ma Thuot,Vietnam,
OOBR,RMB,Buraimi Airport,Small airport,Buraimi,Oman,
UABA,,Burana Airport,Small airport,Burana village,Kyrgyzstan,
VA1O,,Burhar Airport,Small airport,,India,
VTUO,BFV,Buriram Airport,Medium airport,Buriram Province,Thailand,
VE23,,Burnpur Airport,Small airport,,India,
LTBE,BTZ,Bursa Airport,Small airport,Bursa,Turkey,
LTBR,YEI,Bursa Yenişehir Airport,Medium airport,Bursa,Turkey,
OIBB,BUZ,Bushehr Airport,Medium airport,Bushehr,Iran,
WMKB,BWH,Butterworth Airport,Medium airport,Butterworth,Malaysia,
RK6R,,C 102 Heliport,Heliport,,South Korea,
RK1D,,C 106 Heliport,Heliport,Incheon,South Korea,
RK1E,,C 109 Heliport,Heliport,TAC Site 34,South Korea,
RK1G,,C 116 Heliport,Heliport,Camp Custer North,South Korea,
RK7K,,C 120 Heliport,Heliport,,South Korea,
RK1K,,C 123 Heliport,Heliport,DMZ Service Center,South Korea,
RK1L,,C 126 Heliport,Heliport,Nopeuneumjari,South Korea,
RK1M,,C 132 Heliport,Heliport,Sami,South Korea,
RK1N,,C 135 Heliport,Heliport,,South Korea,
RK1O,,C 137 Heliport,Heliport,,South Korea,
RK1Q,,C 143 Heliport,Heliport,Beoman-ro,South Korea,
RK6V,,C 145 Heliport,Heliport,Suin-ro,South Korea,
RK1R,,C 147 Heliport,Heliport,Meonugeum-ro,South Korea,
RK70,,C 150 Heliport,Heliport,HQ Capital Corps,South Korea,
RK1T,,C 151 Heliport,Heliport,ROK 30th Division,South Korea,
RKC1,,C 153 Heliport,Heliport,,South Korea,
RK1V,,C 157 Heliport,Heliport,ROK 1st Corps,South Korea,
RKC4,,C 168 Heliport,Heliport,,South Korea,
RK1Y,,C 171 Heliport,Heliport,Camp Custer South,South Korea,
RK6Z,,C 176 Heliport,Heliport,,South Korea,
RK2A,,C 181Heliport,Heliport,,South Korea,
RK2B,,C 182 Heliport,Heliport,,South Korea,
RK2C,,C 183 Heliport,Heliport,Gyodongdo,South Korea,
RK2D,,C 184 Heliport,Heliport,Boreumdo-ri,South Korea,
RK2F,,C 186 Heliport,Heliport,Mal-to Island,South Korea,
RK64,,C 187 Heliport,Heliport,Ildong-ro,South Korea,
RK2G,,C 188 Heliport,Heliport,Nosang-ri,South Korea,
RK2J,,C 190 Heliport,Heliport,Irwolbong,South Korea,
RK2K,,C 191 Heliport,Heliport,,South Korea,
RK2L,,C 192 Heliport,Heliport,,South Korea,
RKA9,,C 193 Heliport,Heliport,Seoul,South Korea,
RKB2,,C 195 Heliport,Heliport,Sandan-ro,South Korea,
RK6W,,C 201 Heliport,Heliport,Saemaeul-ro,South Korea,
RK7Q,,C 202 Heliport,Heliport,,South Korea,
RK4Z,,C 232 Heliport,Heliport,,South Korea,
RK7A,,C 240 Heliport,Heliport,Sanghyeon-dong,South Korea,
RK2O,,C 241 Heliport,Heliport,Hwahrap-ro,South Korea,
RK2P,,C 242 Heliport,Heliport,Umyeon-dong,South Korea,
RK7B,,C 243 Heliport,Heliport,,South Korea,
RK7N,,C 245 Heliport,Heliport,,South Korea,
RK7R,,C 249 Heliport,Heliport,Hageum-ro,South Korea,
RK2Q,,C 250 Heliport,Heliport,,South Korea,
RK74,,C 253 Heliport,Heliport,,South Korea,
RK2U,,C 257 Heliport,Heliport,,South Korea,
RK72,,C 258 Heliport,Heliport,Hyuam-ro,South Korea,
RK2V,,C 259 Heliport,Heliport,Baegui-ro,South Korea,
