ICAO,IATA,Name,Type,Municipality,Country
SNWL,,Fazenda Santarém Airport,Small airport,Bandeirantes,Brazil
SDVN,,Fazenda Santíssima Trindade Airport,Small airport,Amambaí,Brazil
SISO,,Fazenda Santo Ambrósio Airport,Small airport,Marajó Park Resort,Brazil
SSEI,,Fazenda Santo André Airport,Small airport,Miranda,Brazil
SNRA,,Fazenda Santo André Airport,Small airport,Pratinha,Brazil
SDAN,,Fazenda Santo Ângelo Airport,Small airport,Brotas,Brazil
SJFX,,Fazenda Santo Ângelo Airport,Small airport,São Desidério,Brazil
SNFA,,Fazenda Santo Antônio Airport,Small airport,Unaí,Brazil
SWNT,,Fazenda Santo Antônio Airport,Small airport,Caçu,Brazil
SWOZ,,Fazenda Santo Antônio Airport,Small airport,Campo Verde,Brazil
SDAS,,Fazenda Santo Antônio Airport,Small airport,Mirandópolis,Brazil
SNUX,,Fazenda Santo Antônio Airport,Small airport,Ribas Do Rio Pardo,Brazil
SWSD,,Fazenda Santo Antônio Airport,Small airport,Araguaiana,Brazil
SNIL,,Fazenda Santo Antônio Airport,Small airport,Goianésia do Pará,Brazil
SDQJ,,Fazenda Santo Antônio da Serra do Boqueirão Airstrip,Small airport,Wanderley,Brazil
SITN,,Fazenda Santo Antônio Diamandoré Airport,Small airport,Corumbá,Brazil
SDCT,,Fazenda Santo Antonio do Oriçanga Airport,Small airport,Estiva Gerbi,Brazil
SWBX,,Fazenda Santo Antônio do Paraíso Airport,Small airport,Itiquira,Brazil
SSSH,,Fazenda Santo Inácio Airport,Small airport,Corumbá,Brazil
SNSR,,Fazenda Santos Reis Airport,Small airport,Guarda-Mor,Brazil
SIGM,,Fazenda São Benedito Airport,Small airport,Cáceres,Brazil
SJSD,,Fazenda São Bento Airport,Small airport,Sidrolândia,Brazil
SWOC,,Fazenda São Bento do Bocajá Airport,Small airport,Caracol,Brazil
SIQX,,Fazenda São Braz Airport,Small airport,Barra De Santo Antonio,Brazil
SWPJ,,Fazenda São Caetano Airport,Small airport,Pontal Do Araguaia,Brazil
SJEU,,Fazenda São Cristóvão Airport,Small airport,Corumbá,Brazil
SNNO,,Fazenda São Domingos Airport,Small airport,Comodoro,Brazil
SDCJ,,Fazenda São Domingos Airport,Small airport,Alto Araguaia,Brazil
SIXL,,Fazenda São Francisco Airport,Small airport,Canarana,Brazil
SWIE,,Fazenda São Francisco Airport,Small airport,Mundo Novo,Brazil
SDLV,,Fazenda São Francisco Airport,Small airport,Florestópolis,Brazil
SWSF,,Fazenda São Francisco Airport,Small airport,Vila Bela Da Santíssima Trindade,Brazil
SSFF,,Fazenda São Francisco Airport,Small airport,Nova Alvorada Do Sul,Brazil
SWQC,,Fazenda São Francisco Airport,Small airport,Rio Verde,Brazil
SJNV,,Fazenda São Francisco Airport,Small airport,Gouvelândia,Brazil
SNQP,0,Fazenda São Francisco Airport,Small airport,Magda,Brazil
SJEV,,Fazenda São Francisco Airport,Small airport,Corumbá,Brazil
SNSF,,Fazenda São Francisco Airport,Small airport,Fartura,Brazil
SIUF,,Fazenda São Francisco Airport,Small airport,Peixoto De Azevedo,Brazil
SDDQ,,Fazenda São Francisco Airport,Small airport,Riachão das Neves,Brazil
SDDD,,Fazenda São Francisco Airport,Small airport,Corumbá,Brazil
SDNL,0,Fazenda São Francisco do Itaquerê Airport,Small airport,Nova Europa,Brazil
SDNG,,Fazenda São Gabriel Airport,Small airport,Nova Maringá,Brazil
SITJ,,Fazenda São Gabriel Airport,Small airport,Balsas,Brazil
SDSO,,Fazenda São Geraldo Airport,Small airport,Piquerobi,Brazil
SITY,,Fazenda São Geraldo Airport,Small airport,Aquidauana,Brazil
SIXQ,,Fazenda São João Airport,Small airport,Paranhos,Brazil
SDSJ,0,Fazenda São João Airport,Small airport,Orlândia,Brazil
SWHS,,Fazenda São João Airport,Small airport,Maurilândia,Brazil
SDKQ,,Fazenda São João Airport,Small airport,Guaraci,Brazil
SING,,Fazenda São João Airport,Small airport,Nova Granada,Brazil
SJBT,,Fazenda São João Airport,Small airport,Aquidauana,Brazil
SSZG,,Fazenda São João Airport,Small airport,Água Clara,Brazil
SDTW,,Fazenda São João Airport,Small airport,Terenos,Brazil
SWBO,,Fazenda São João Airport,Small airport,Campos Verdes,Brazil
SWSA,,Fazenda São João Airport,Small airport,Diamantino,Brazil
SNYL,,Fazenda São João Airport,Small airport,Varjão De Minas,Brazil
SSZT,,Fazenda São João Airport,Small airport,Águas De Santa Bárbara,Brazil
SDDC,,Fazenda São João do Guaporé Airport,Small airport,Pontes E Lacerda,Brazil
SNWI,,Fazenda São João do Guapore Airport,Small airport,Nova Lacerda,Brazil
SWXS,,Fazenda São João do Ibiporã Airport,Small airport,Pontes E Lacerda,Brazil
SIJO,,Fazenda São João do Jatobazinho Airport,Small airport,Corumbá,Brazil
SIDD,,Fazenda São João do Monte Alto Airport,Small airport,Maracaju,Brazil
SDJG,,Fazenda São João do Pirajá Airstrip,Small airport,Currais,Brazil
SSJE,,Fazenda São Joaquim Airport,Small airport,Selvíria,Brazil
SDNE,,Fazenda São Joaquim Airport,Small airport,Marabá Paulista,Brazil
SJVR,,Fazenda São Joaquim Airport,Small airport,Jardim,Brazil
SDJQ,,Fazenda São Joaquim O.B. Airport,Small airport,Pereira Barreto,Brazil
SWIJ,,Fazenda São Jorge Airport,Small airport,Itiquira,Brazil
SWGJ,,Fazenda São Jorge Airstrip,Small airport,Itaruma,Brazil
SDOB,,"Fazenda São José ""OB"" Airport",Small airport,Tapiratiba,Brazil
SWSJ,,Fazenda São José Airport,Small airport,Sapezal,Brazil
SWIG,,Fazenda São José Airport,Small airport,Pontes E Lacerda,Brazil
SSDF,,Fazenda São José Airport,Small airport,Corumbá,Brazil
SDJZ,,Fazenda São José Airport,Small airport,São Gabriel,Brazil
SWJO,,Fazenda São José Airport,Small airport,Poxoréo,Brazil
SWDG,,Fazenda São José Airport,Small airport,Reginópolis,Brazil
SDGJ,,Fazenda São José Airport,Small airport,Porto Murtinho,Brazil
SIEF,,Fazenda São José Airport,Small airport,Campo Grande,Brazil
SIPR,,Fazenda São José Airport,Small airport,Paraúna,Brazil
SNSY,,Fazenda São José Airport,Small airport,Bonito,Brazil
SDTX,,Fazenda São José Airport,Small airport,Ilha Solteira,Brazil
SIWG,,Fazenda São José Airport,Small airport,Rosário Oeste,Brazil
SNJG,,Fazenda São José da Lagoa Airport,Small airport,Nova Crixás,Brazil
SJHQ,,Fazenda São José da Reunidas Airport,Small airport,São José Do Xingu,Brazil
SDYB,,Fazenda São José do Barreiro Airport,Small airport,Itapetininga,Brazil
SJSJ,,Fazenda São José do Cangalha Airport,Small airport,Água Clara,Brazil
SJON,,Fazenda São José do Generoso Airport,Small airport,Corumbá,Brazil
SNFI,,Fazenda São José do Parnaíba Airport,Small airport,Tupaciguara,Brazil
SISJ,,Fazenda São José do Piquiri Airport,Small airport,Corumbá,Brazil
SJWV,,Fazenda São Judas Airport,Small airport,São Miguel Do Araguaia,Brazil
SIFW,,Fazenda São Lourenço Airport,Small airport,Corumbá,Brazil
SNWB,,Fazenda São Lucas Airport,Small airport,Mirandópolis,Brazil
SWTW,,Fazenda São Lucas Airport,Small airport,Pontes E Lacerda,Brazil
SDJN,,Fazenda São Luiz Airport,Small airport,Jardinópolis,Brazil
SSKX,,Fazenda São Luíz do Matão Airport,Small airport,Carneirinho,Brazil
SWJF,,Fazenda São Marcelo Airport,Small airport,Juruena,Brazil
SWSK,,Fazenda São Marco Airport,Small airport,Boa Vista,Brazil
SIEN,,Fazenda São Marcos Airport,Small airport,General Carneiro,Brazil
SDCB,,Fazenda São Marcos Airport,Small airport,Itapeva,Brazil
SJII,,Fazenda São Marcos Airport,Small airport,Dourados,Brazil
SJCM,,Fazenda São Marcus Airport,Small airport,Pontal Do Araguaia,Brazil
SJSU,,Fazenda São Marcus Airport,Small airport,Vila Alta,Brazil
SNSX,,Fazenda São Martinho Airport,Small airport,Ilha Solteira,Brazil
SSMZ,,Fazenda São Mateus Airport,Small airport,Comodoro,Brazil
SNWH,,Fazenda São Mateus Airport,Small airport,Querência Do Norte,Brazil
SIUV,,Fazenda São Matheus Airport,Small airport,Selvíria,Brazil
SWWE,,Fazenda São Miguel Airport,Small airport,Unaí,Brazil
SIOR,,Fazenda São Miguel Airport,Small airport,Corumbá,Brazil
SNTA,,Fazenda São Miguel Airport,Small airport,Pompéia,Brazil
SJOY,,Fazenda São Miguel Airport,Small airport,São Desidério,Brazil
SSMC,,Fazenda São Miguel da Catequese Airport,Small airport,Nova Andradina,Brazil
SWQT,,Fazenda São Nicolau Airport,Small airport,Cotriguaçu,Brazil
SSLB,,Fazenda São Paulino Airport,Small airport,Corumbá,Brazil
SWJK,,Fazenda São Paulo Airport,Small airport,Britânia,Brazil
SJVZ,,Fazenda São Paulo Airport,Small airport,Sapezal,Brazil
SSFP,,Fazenda São Paulo Airport,Small airport,Três Lagoas,Brazil
SDRY,,Fazenda São Paulo Airport,Small airport,Amambaí,Brazil
SDEB,,Fazenda São Paulo dos Palmares Airport,Small airport,Timburi,Brazil
SNSV,,Fazenda São Pedro Airport,Small airport,Eldorado,Brazil
SSPF,,Fazenda São Rafael Airport,Small airport,São José Das Palmeiras,Brazil
SIVR,,Fazenda São Raimundo Airport,Small airport,Itaituba,Brazil
SJCP,,Fazenda São Roberto Airport,Small airport,Paraúna,Brazil
SJAS,,Fazenda São Roque Airport,Small airport,Reginópolis,Brazil
SJDT,,Fazenda São Roque Airport,Small airport,Aquidauana,Brazil
SJQD,,Fazenda São Roque do Vale do Rio Negro Airport,Small airport,Aquidauana,Brazil
SWXH,,Fazenda São Sebastião Airport,Small airport,São Desidério,Brazil
SSRM,,Fazenda São Sebastião Airport,Small airport,Bonito,Brazil
SSCW,,Fazenda São Sebastião Airport,Small airport,Corumbá,Brazil
SDSB,,Fazenda São Sebastião Airport,Small airport,Rifaina,Brazil
SIRS,,Fazenda São Sebastião Airport,Small airport,Campo Florido,Brazil
SISD,,Fazenda São Sebastião Airport,Small airport,Aparecida Do Rio Doce,Brazil
SSZA,,Fazenda São Sebastião da Formosa Airport,Small airport,Corumbá,Brazil
SJSC,,Fazenda São Sebastião do Castelo Airport,Small airport,Corumbá,Brazil
SWSN,,Fazenda São Valentim Airport,Small airport,Pontes e Lacerda,Brazil
SJHS,,Fazenda São Vicente Airport,Small airport,Uberlândia,Brazil
SIVY,,Fazenda Sapucaí Airport,Small airport,Tasso Fragoso,Brazil
SWCN,,Fazenda Saudade Airport,Small airport,Cocalinho,Brazil
SDDS,,Fazenda Scheffer Airport,Small airport,Lábrea,Brazil
SIMG,,Fazenda Seis Palmas Airport,Small airport,Porto Murtinho,Brazil
SSGM,,Fazenda Seriema Airport,Small airport,Bela Vista,Brazil
SNFT,,Fazenda Serinhaém Airport,Small airport,Ituberá,Brazil
SWUB,,Fazenda Serra Alegre Airport,Small airport,Pontes E Lacerda,Brazil
SNLD,,Fazenda Serra Azul Airport,Small airport,Itaituba,Brazil
SWRR,,Fazenda Serra Azul Airport,Small airport,Planalto Da Serra,Brazil
SJCQ,,Fazenda Serra Azul Airport,Small airport,Baixa Grande,Brazil
SSVU,,Fazenda Serra do Cabral Airport,Small airport,Lassance,Brazil
SSHB,,Fazenda Serra Dourada Airport,Small airport,Ivaté,Brazil
SDJX,,Fazenda Serra Dourada Airport,Small airport,Palmeirópolis,Brazil
SNIF,,Fazenda Serra Dourada Airport,Small airport,Itaituba,Brazil
SNQE,,Fazenda Serra Grande Airport,Small airport,Parauapebas,Brazil
SICH,,Fazenda Serrinha Airport,Small airport,Três Lagoas,Brazil
SSVQ,,Fazenda Serrito Airport,Small airport,Laguna Carapã,Brazil
SIFA,,Fazenda Sete Airport,Small airport,Miranda,Brazil
SWGK,,Fazenda Sete Barras Airport,Small airport,Ribeirão Cascalheira,Brazil
SWTD,,Fazenda Sete de Setembro Airport,Small airport,Água Boa,Brazil
SWZY,,Fazenda Sete Estrelas Airport,Small airport,Brasnorte,Brazil
SISI,,Fazenda Sete Ilhas Airport,Small airport,Acreúna,Brazil
SWRC,,Fazenda Sevilha Airport,Small airport,Ribeirão Cascalheira,Brazil
SIYP,,Fazenda Shangri-lá Airport,Small airport,Alta Floresta,Brazil
SDOE,,Fazenda Sibéria Airport,Small airport,Grajaú,Brazil
SSSY,,Fazenda Silvana Airport,Small airport,Nova Andradina,Brazil
SWSG,,Fazenda Simarelli Airport,Small airport,Campos De Júlio,Brazil
SWTH,,Fazenda Smith,Small airport,Bonfim,Brazil
SIHB,,Fazenda Soberana Airport,Small airport,Grajaú,Brazil
SNYV,,Fazenda Socôco Airport,Small airport,Moju,Brazil
SDBD,,Fazenda Sodema Airport,Small airport,Vera,Brazil
SIQV,,Fazenda Sol Aberto Airport,Small airport,Sapezal,Brazil
SSRD,,Fazenda Sol Nascente Airport,Small airport,Tacuru,Brazil
SIXF,,Fazenda Soledade Airport,Small airport,Campo Alegre De Goiás,Brazil
SDXW,,Fazenda Sombra da Serra Airport,Small airport,Rio Verde de Mato Grosso,Brazil
SDLR,,Fazenda Sonho Dourado Airport,Small airport,Valentim Gentil,Brazil
SSUA,,Fazenda Sonora Estância Airport,Small airport,Sonora,Brazil
SIOJ,,Fazenda Soroteca Airport,Small airport,São José Dos Quatro Marcos,Brazil
SIYK,,Fazenda Sorriso Metálico Airport,Small airport,Urutai,Brazil
SWQG,,Fazenda Sossego Airport,Small airport,Maracaju,Brazil
SNDQ,,Fazenda Soya Airport,Small airport,São Desidério,Brazil
SIXZ,,Fazenda Spartacus Airport,Small airport,Taquarivaí,Brazil
SIWB,,Fazenda Sperafico Airport,Small airport,Amambaí,Brazil
SWVF,,Fazenda Sto Antônio Guaporé - Sede Nova Airport,Small airport,Vila Bela Da Santíssima Trindade,Brazil
SJWT,,Fazenda Sucuri Airport,Small airport,Itiquira,Brazil
SWFS,,Fazenda Sucuri Airport,Small airport,Sinop,Brazil
SSIB,,Fazenda Suely Airport,Small airport,Água Clara,Brazil
SWRM,,Fazenda Sumaré Airport,Small airport,Ribas Do Rio Pardo,Brazil
SDZX,,Fazenda Suri Airport,Small airport,Campinápolis,Brazil
SJQB,,Fazenda Symalu Airport,Small airport,Cumaru Do Norte,Brazil
SDDI,,Fazenda Tamara Airport,Small airport,Salmourão,Brazil
SWZE,,Fazenda Tamboril Airport,Small airport,Pontes E Lacerda,Brazil
SDQN,,Fazenda Tangará Airport,Small airport,Nioaque,Brazil
SJJG,,Fazenda Tanguru Airport,Small airport,Querência,Brazil
SWOS,,Fazenda Tapajós Airport,Small airport,Goianésia,Brazil
SWUE,,Fazenda Tapayuna Airport,Small airport,Nova Canaã Do Norte,Brazil
SDTE,,Fazenda Tapijara Airport,Small airport,Arandu,Brazil
SJJK,,Fazenda Taquaral Airport,Small airport,Alta Floresta,Brazil
SWHZ,,Fazenda Taquaruçu Retiro Airport,Small airport,Carlinda,Brazil
SWXZ,,Fazenda Taquarussu Airport,Small airport,Comodoro,Brazil
SWIL,,Fazenda Tarumã Airport,Small airport,Pedra Preta,Brazil
SWLT,,Fazenda Tatiana Airport,Small airport,Marcelândia,Brazil
SIAJ,,Fazenda Tauá Airport,Small airport,Prado,Brazil
SJQH,,Fazenda Tempero Seco Airport,Small airport,Lábrea,Brazil
SNNK,,Fazenda Teragro Airport,Small airport,Matias Cardoso,Brazil
SJQQ,,Fazenda Terra Alta Airport,Small airport,Portel,Brazil
SIQS,,Fazenda Terra do Sol Airport,Small airport,Porto Estrela,Brazil
SSYW,,Fazenda Terra Forte Airport,Small airport,Coxim,Brazil
SDUE,,Fazenda Thália Airport,Small airport,Balsa Nova,Brazil
SSZZ,,Fazenda Thauá Airport,Small airport,Sonora,Brazil
SWFD,,Fazenda Tombador Airport,Small airport,Brasnorte,Brazil
SIJS,,Fazenda Tonga Airport,Small airport,Paragominas,Brazil
SSZJ,,Fazenda Torrão de Ouro Airport,Small airport,Pedro Gomes,Brazil
SITB,,Fazenda Touro Branco Airport,Small airport,Naviraí,Brazil
SDUF,,Fazenda Touro Peru Airport,Small airport,Porto Murtinho,Brazil
SNQA,,Fazenda Tracajá Airport,Small airport,Paragominas,Brazil
SIFT,,Fazenda Travessão Airport,Small airport,Vila Bela Da Santíssima Trindade,Brazil
SNUF,,Fazenda Treis Coringas Airport,Small airport,Uberaba,Brazil
SSVY,0,Fazenda Três Barras Airport,Small airport,Pitangueiras,Brazil
SJBZ,,Fazenda Três Barras Airport,Small airport,Itarumã,Brazil
SSLW,,Fazenda Três Cerros Airport,Small airport,Bela Vista,Brazil
SWQL,,Fazenda Três Companheiros Airport,Small airport,Doverlândia,Brazil
SJNZ,,Fazenda Três Lagoas Airport,Small airport,Sapezal,Brazil
SILY,,Fazenda Três Marias Airport,Small airport,Vila Alta,Brazil
SSZU,,Fazenda Três Marias Airport,Small airport,Água Clara,Brazil
SWOO,,Fazenda Três Marias do Água Limpa Airport,Small airport,Britânia,Brazil
SSMP,,Fazenda Três Minas Airport,Small airport,Itambé,Brazil
SJNK,,Fazenda Três Perobas Airport,Small airport,Santa Luzia D`Oeste,Brazil
SSYU,,Fazenda Três Pontes Airport,Small airport,Água Clara,Brazil
SWIM,,Fazenda Três Ranchos Airport,Small airport,Montes Claros De Goiás,Brazil
SSJZ,,Fazenda Três Unidos Airport,Small airport,Terra Roxa,Brazil
SWTE,,Fazenda Trescinco Airport,Small airport,Diamantino,Brazil
SILT,,Fazenda Trêz Irmãos Airport,Small airport,Santa Fé Do Sul,Brazil
SDKR,,Fazenda Triângulo Airport,Small airport,Pontes E Lacerda,Brazil
SWIO,,Fazenda Triângulo Airport,Small airport,Edéia,Brazil
SIQR,,Fazenda Triângulo Airport,Small airport,Bonópolis,Brazil
SDZI,,Fazenda Trijunção Airport,Small airport,Jaborandi,Brazil
SSTF,,Fazenda Triunfo Airport,Small airport,Corumbá,Brazil
SJFT,,Fazenda Triunfo Rio Turvo Airport,Small airport,Nova Bandeirantes,Brazil
SWXC,,Fazenda Tropical Airport,Small airport,Cerejeiras,Brazil
SJTU,,Fazenda Tucano Airport,Small airport,Campo Novo Do Parecis,Brazil
SWTU,AZL,Fazenda Tucunaré Airport,Small airport,Sapezal,Brazil
SWNW,,Fazenda Tuiuiu Airport,Small airport,Nobres,Brazil
SSYL,,Fazenda Tuju Puitan Airport,Small airport,Iguatemi,Brazil
SSKB,,Fazenda Tupanciretan Airport,Small airport,Aquidauana,Brazil
SSJJ,,Fazenda Tupi Airport,Small airport,Nova Andradina,Brazil
SNOW,,Fazenda Turmalina Airport,Small airport,Martinópolis,Brazil
SIIS,,Fazenda Uberaba Airport,Small airport,Vila Alta,Brazil
SWVJ,,Fazenda Uiapuru Airport,Small airport,Nova Mutum,Brazil
SWUU,,Fazenda Uirapuru Airport,Small airport,Sinop,Brazil
SWJR,,Fazenda União Airport,Small airport,Santa Carmen,Brazil
SSKC,,Fazenda União Airport,Small airport,Inocência,Brazil
SSKD,,Fazenda União Airport,Small airport,Aquidauana,Brazil
SDHR,,Fazenda União Airport,Small airport,Porto Murtinho,Brazil
SSTK,,Fazenda União de Iguatemi Airport,Small airport,Iguatemi,Brazil
SIXA,,Fazenda União Suzanópolis Airport,Small airport,Suzanópolis,Brazil
SJQX,,Fazenda Uruará Airport,Small airport,Uruará,Brazil
SSVB,,Fazenda Vaca Branca Airport,Small airport,Naviraí,Brazil
SWVH,,Fazenda Vaca Branca Airport,Small airport,Alta Floresta,Brazil
SDXR,,Fazenda Vaca Mocha Airport,Small airport,Caracol,Brazil
SNQB,,Fazenda Val Paraíso Airport,Small airport,Paragominas,Brazil
SSOF,,Fazenda Vale da Serra Airport,Small airport,Monte Azul,Brazil
SWVK,,Fazenda Vale do Rio Celeste Airport,Small airport,Nova Ubiratã,Brazil
SWRV,,Fazenda Vale do Rio Verde Airport,Small airport,Diamantino,Brazil
SDVH,,Fazenda Vale Eldorado Airport,Small airport,Atibaia,Brazil
SWZP,,Fazenda Vale Rico Airport,Small airport,Guiratinga,Brazil
SJJT,,Fazenda Vale Verde Airport,Small airport,Pium,Brazil
SNBF,,Fazenda Vale Verde Airport,Small airport,Canarana,Brazil
SDNA,,Fazenda Vale Verde Airport,Small airport,Comendador Gomes,Brazil
SDFY,,Fazenda Valença Airport,Small airport,Rio Negro,Brazil
SWIK,,Fazenda Vanguarda Airport,Small airport,Cocalinho,Brazil
SWPN,,Fazenda Vargem Bonita de Cima Airstrip,Small airport,João Pinheiro,Brazil
SIWN,,Fazenda Vargem das Flores Airport,Small airport,Joviânia,Brazil
SIYX,,Fazenda Varginha Airport,Small airport,Andradas,Brazil
SNHG,,Fazenda Varjadão Airport,Small airport,Sandolândia,Brazil
SWCG,,Fazenda Varjão Grande Airport,Small airport,Caçu,Brazil
SJVA,,Fazenda Varnier Airport,Small airport,Brasnorte,Brazil
SIEL,,Fazenda Várzea Funda Airport,Small airport,Cáceres,Brazil
SDVS,0,Fazenda Vassoural Airport,Small airport,Pontal,Brazil
SSWT,,Fazenda Vaticano Airport,Small airport,Nioaque,Brazil
SJAY,,Fazenda Ventura Airport,Small airport,São Desidério,Brazil
SIZK,,Fazenda Vera Cruz Airport,Small airport,Barra Do Garças,Brazil
SNWO,,Fazenda Vera Cruz Airport,Small airport,Amambaí,Brazil
SIJZ,,Fazenda Vera Paz Airport,Small airport,Itaituba,Brazil
SNTV,,Fazenda Veredão Airport,Small airport,Taiobeiras,Brazil
SWVL,,Fazenda Vertente Airport,Small airport,Santo Antônio Do Leverger,Brazil
SIKM,,Fazenda Viamão Airport,Small airport,Arame,Brazil
SDOD,,Fazenda Vida Airport,Small airport,Barra Do Corda,Brazil
SNFZ,,Fazenda Villa Terezinha Airport,Small airport,Bocaíuva,Brazil
SNRN,,Fazenda Vinte de Maio Airport,Small airport,Getulina,Brazil
SSVA,,Fazenda Visa Estância Airport,Small airport,Ladário,Brazil
SJUQ,,Fazenda Vista Alegre Airport,Small airport,Três Lagoas,Brazil
SIZH,,Fazenda Vista Alegre Airport,Small airport,Aparecida Do Taboado,Brazil
SSUZ,,Fazenda Vista Alegre Airport,Small airport,Sud Menucci,Brazil
SWVE,,Fazenda Vista Alegre Airport,Small airport,Bujari,Brazil
SICN,,Fazenda Vista Bonita Airport,Small airport,Sandovalina,Brazil
SWOQ,,Fazenda Vista Verde Airport,Small airport,Palmeira Do Piauí,Brazil
SDNK,,Fazenda Vitória Airport,Small airport,Primavera Do Leste,Brazil
SSXP,,Fazenda Vitória Airport,Small airport,Centro Novo,Brazil
SJEX,,Fazenda Vitória Airport,Small airport,São Desidério,Brazil
SIZI,,Fazenda Vitória Airport,Small airport,Itarumã,Brazil
SSLZ,,Fazenda Vitória do Ivinhema Airport,Small airport,Ivinhema,Brazil
SWRQ,,Fazenda Vittória Airport,Small airport,Figueirópolis d'Oeste,Brazil
SNJJ,,Fazenda Vô Anízio Airport,Small airport,Dois Irmãos Do Buriti,Brazil
SWXY,,Fazenda Vô Zeca Airport,Small airport,Santa Terezinha,Brazil
SSGK,,Fazenda Volta Grande Airport,Small airport,Maracaju,Brazil
SJRB,,Fazenda VR Airport,Small airport,Santa Cruz Do Xingu,Brazil
SJFW,,Fazenda W. Egídio III Airport,Small airport,Unaí,Brazil
SDUK,,Fazenda Xaimite Airport,Small airport,Água Boa,Brazil
SINU,,Fazenda Xerez Airport,Small airport,Bela Vista,Brazil
SWZH,,Fazenda XV de Outubro,Small airport,Colatina,Brazil
SIDY,,Fazenda Yanduy Airport,Small airport,Lunardelle,Brazil
SWAA,,Fazenda Ykaraí Airport,Small airport,Nova Crixás,Brazil
