ICAO,IATA,Name,Type,Municipality,Country,
HASK,SKR,Shakiso Airport,Small airport,Shakiso,Ethiopia,
HEOW,GSQ,Shark El Oweinat International Airport,Small airport,,Egypt,
HASH,,Sheik Hussein Airport,Small airport,Sheik Hussein,Ethiopia,
HSND,,Shendi Airport,Small airport,Shendi,Sudan,
GFBN,BTE,Sherbro International Airport,Medium airport,Bonthe,Sierra Leone,
HASL,HIL,Shilavo Airport,Small airport,Shilavo,Ethiopia,
HTSY,SHY,Shinyanga Airport,Small airport,Shinyanga,Tanzania,
DN50,,Shiroro Airport,Small airport,,Nigeria,
FLSH,,Shiwa n'gandu Airport,Small airport,Shiwa n'gandu,Zambia,
FZVH,,Shongamba Airport,Small airport,Shongamba,Congo (Kinshasa),
FCBS,SIB,Sibiti Airport,Small airport,Sibiti,Congo (Brazzaville),
FEFU,,Sibut Airport,Small airport,Sibut,Central African Republic,
DFOS,,Sideradougou Airport,Small airport,Sideradougou,Burkina Faso,
FCMD,,Sidetra Airport,Small airport,Sidetra,Congo (Brazzaville),
DTTB,,Sidi Ahmed Air Base,Medium airport,Sidi Ahmed,Tunisia,
DAOS,BFW,Sidi Bel Abbes Airport,Small airport,Sidi Bel Abbès,Algeria,
GMMF,SII,Sidi Ifni Xx Airport,Small airport,Sidi Ifni,Morocco,
GMSL,,Sidi Slimane Airport,Small airport,Sidi Slimane,Morocco,
GUSI,GII,Siguiri Airport,Small airport,Siguiri,Guinea,
GASK,KSS,Sikasso Airport,Small airport,Sikasso,Mali,
GOTS,SMY,Simenti Airport,Small airport,Simenti,Senegal,
FLSK,NLA,Simon Mwansa Kapwepwe International Airport,Medium airport,Ndola,Zambia,
FDSM,,Simunye Airport,Small airport,Simunye,Swaziland,
HTSD,,Singida Airport,Small airport,Singida,Tanzania,
DNBC,BCU,Sir Abubakar Tafawa Balewa International Airport,Medium airport,Bauchi,Nigeria,
FIMR,RRG,Sir Charles Gaetan Duval Airport,Medium airport,Port Mathurin,Mauritius,
FIMP,MRU,Sir Seewoosagur Ramgoolam International Airport,Large airport,Port Louis,Mauritius,
FBSK,GBE,Sir Seretse Khama International Airport,Large airport,Gaborone,Botswana,
FASS,SIS,Sishen Airport,Medium airport,Sishen,South Africa,
FASM,,Siteka Airport,Small airport,Siteka,South Africa,
FDST,,Siteki Airport,Small airport,Siteki,Swaziland,
HE24,SEW,Siwa Oasis North Airport,Small airport,Siwa,Egypt,
HTZW,,Siwandu Airport,Small airport,Siwandu,Tanzania,
FVSY,,Siyalima Airport,Small airport,Siyalima,Zimbabwe,
FYSA,RHN,Skorpion Mine Airport,Small airport,Rosh Pinah,Namibia,
FASZ,SZK,Skukuza Airport,Medium airport,Skukuza,South Africa,
FASW,,Slurry Airport,Small airport,Slurry,South Africa,
GMMA,SMW,Smara Airport,Medium airport,Smara,Western Sahara,
FMNO,DWB,Soalala Airport,Small airport,Soalala,Madagascar,
HASD,SXU,Soddu Airport,Small airport,Soddu,Ethiopia,
HESG,HMB,Sohag International Airport,Medium airport,Sohag,Egypt,
DIBU,BDK,Soko Airport,Small airport,Bondoukou,Côte d'Ivoire,
DXSK,,Sokodé Airport,Small airport,Sokodé,Togo,
FYSO,,Solitaire Airport,Small airport,Solitaire,Namibia,
FLSW,SLI,Solwesi Airport,Small airport,Solwesi,Zambia,
FAST,,Somerset East Airport,Small airport,Somerset East,South Africa,
FALS,,Somersveld Airport,Small airport,Somersveld,South Africa,
FZRG,,Sominka Airport,Small airport,Sominka,Congo (Kinshasa),
FZSC,,Songa Airport,Small airport,Songa,Congo (Kinshasa),
HTSO,SGX,Songea Airport,Small airport,Songea,Tanzania,
FQSG,,Songo Airport,Small airport,Songo,Mozambique,
HTGW,MBI,Songwe Airport,Medium airport,Mbeya,Tanzania,
HUSO,SRT,Soroti Airport,Medium airport,Soroti,Uganda,
FYSL,,Sossusvlei Mountain Lodge Airport,Small airport,Sossusvlei Desert Lodge,Namibia,
FCOS,SOE,Souanke Airport,Small airport,Souanke,Congo (Brazzaville),
DAAE,BJA,Soummam Airport,Medium airport,Béjaïa,Algeria,
FLSO,KIW,Southdowns Airport,Medium airport,Kitwe,Zambia,
FNSO,SZA,Soyo Airport,Medium airport,Soyo,Angola,
FVSV,,Spray View Airport,Small airport,Spray View,Zimbabwe,
GLMR,MLW,Spriggs Payne Airport,Medium airport,Monrovia,Liberia,
FASB,SBU,Springbok Airport,Medium airport,Springbok,South Africa,
FASI,,Springs Airfield,Small airport,Del Fouche,South Africa,
DNBK,,Srr Ahmadu Bello International Airport,Small airport,Birinin Kebbi,Nigeria,
FHSH,HLE,St. Helena Airport,Small airport,Jamestown,Saint Helena,
FXST,,St. Theresa Airport,Small airport,St. Theresa,Lesotho,
FYSP,,Stampriet Pan Airport,Small airport,Stampriet,Namibia,
FASR,,Standerton Airport,Small airport,Standerton,South Africa,
FAZQ,,Star Airport,Small airport,Star,South Africa,
FASH,,Stellenbosch Airport,Small airport,Stellenbosch,South Africa,
FALR,,Steytlerville Airport,Small airport,Steytlerville,South Africa,
FACY,,Stilbaai Airport,Small airport,Stilbaai,South Africa,
FYST,,Strate Airport,Small airport,,Namibia,
FATM,,Stutterheim Airport,Small airport,Stutterheim,South Africa,
FBSN,SXN,Sua Pan Airport,Medium airport,Sowa,Botswana,
HTSU,SUT,Sumbawanga Airport,Small airport,Sumbawanga,Tanzania,
FNSU,NDD,Sumbe Airport,Medium airport,Sumbe,Angola,
FVSN,,Sun Yet Sen Airport,Small airport,Sun Yet Sen,Zimbabwe,
DGSN,NYI,Sunyani Airport,Medium airport,Sunyani,Ghana,
FASL,,Sutherland Airport,Small airport,Sutherland,South Africa,
FYSM,SWP,Swakopmund Airport,Small airport,Swakopmund,Namibia,
FASK,,Swartkop Air Force Base,Small airport,Pretoria,South Africa,
FASY,,Syferfontein Airport,Small airport,Hiltonia,South Africa,
DTKA,TBJ,Tabarka 7 Novembre Airport,Medium airport,Tabarka,Tunisia,
HTTB,TBO,Tabora Airport,Small airport,Tabora,Tanzania,
DITB,TXU,Tabou Airport,Small airport,Tabou,Côte d'Ivoire,
HDTJ,TDJ,Tadjoura Airport,Small airport,Tadjoura,Djibouti,
DAOL,TAF,Tafaraoui Airport,Medium airport,Oran,Algeria,
DRRT,THZ,Tahoua Airport,Medium airport,Tahoua,Niger,
DGTK,TKD,Takoradi Airport,Medium airport,Sekondi-Takoradi,Ghana,
DGLE,TML,Tamale Airport,Medium airport,Tamale,Ghana,
GOTT,TUD,Tambacounda Airport,Medium airport,Tambacounda,Senegal,
FDTM,,Tambankulu Airport,Small airport,Tambankulu,Swaziland,
DFEM,TMQ,Tambao Airport,Small airport,Tambao,Burkina Faso,
FMMU,WTA,Tambohorano Airport,Small airport,Tambohorano,Madagascar,
FDBT,,Tambuti Airport,Small airport,Big Bend,Swaziland,
GQNT,THT,Tamchakett Airport,Small airport,Tamchakett,Mauritania,
HL66,,Taminhint Airport,Small airport,,Libya,
GMAT,TTA,Tan Tan Airport,Medium airport,Tan Tan,Morocco,
FATD,TDT,Tanda Tula Airport,Small airport,Welverdiend,South Africa,
FZFT,,Tandala Airport,Small airport,Tandala,Congo (Kinshasa),
HTTG,TGT,Tanga Airport,Medium airport,Tanga,Tanzania,
DRZT,,Tanout Airport,Small airport,Tanout,Niger,
GMFN,,Taouima Nador Airport,Small airport,Nador,Morocco,
GMMO,,Taroudant Airport,Small airport,Taroudant,Morocco,
FVTA,,Tashinga Airport,Small airport,Tashinga,Zimbabwe,
GULB,LEK,Tata Airport,Small airport,Labé,Guinea,
HKTW,,Tawi airfield,Small airport,Tawi,Kenya,
GMFZ,,Taza Airport,Small airport,Taza,Morocco,
GQPZ,OUZ,Tazadit Airport,Small airport,Zouérate,Mauritania,
FOOT,TCH,Tchibanga Airport,Small airport,Tchibanga,Gabon,
GLTN,THC,Tchien Airport,Small airport,Tchien,Liberia,
FOOI,IGE,Tchongorove Airport,Small airport,Iguela,Gabon,
FXTB,,Tebellong Airport,Small airport,Tebellong,Lesotho,
FATA,,Tedderfield Air Park,Small airport,Tedderfield,South Africa,
DAAM,,Telerghma Airport,Small airport,Telerghma,Algeria,
DFCT,,Tenado Airport,Small airport,Tenado,Burkina Faso,
FVTE,,Tengwe Airport,Small airport,Tengwe,Zimbabwe,
DFET,TEG,Tenkodogo Airport,Small airport,Tenkodogo,Burkina Faso,
DRRE,,Tera Airport,Small airport,Tera,Niger,
FYTE,TCY,Terrace Bay Airport,Small airport,Terrace Bay,Namibia,
GATS,,Tessalit Airport,Small airport,,Mali,
DRRA,,Tessaoua Airport,Small airport,Tessaoua,Niger,
HHTS,TES,Tessenei Airport,Small airport,Tessenei,Eritrea,
FATN,TCU,Thaba Nchu Tar Airport,Small airport,Homeward,South Africa,
FXTA,THB,Thaba-Tseka Airport,Small airport,Thaba-Tseka,Lesotho,
FATI,,Thabazimbi Airport,Small airport,Thabazimbi,South Africa,
FBTP,,Thebephatshwa Airport,Small airport,,Botswana,
FATH,THY,Thohoyandou Airport,Small airport,Thohoyandou,South Africa,
FVTL,GWE,Thornhill Air Base,Medium airport,Gweru,Zimbabwe,
FATB,,Thorny Bush Game Lodge Airport,Small airport,Hoedspruit,South Africa,
FKKT,,Tibati Airport,Small airport,Tibati,Cameroon,
GQNC,THI,Tichitt Airport,Small airport,Tichitt,Mauritania,
GQND,TIY,Tidjikja Airport,Small airport,Tidjikja,Mauritania,
FVTB,,Tiger Bay Airstrip,Small airport,Kariba,Zimbabwe,
FKKC,TKC,Tiko Airport,Medium airport,Tiko,Cameroon,
DRRL,,Tillabery Airport,Small airport,Tillabery,Niger,
GQNH,TMD,Timbedra Airport,Small airport,Timbedra,Mauritania,
GATB,TOM,Timbuktu Airport,Medium airport,Timbuktu,Mali,
DAUT,TMX,Timimoun Airport,Medium airport,Timimoun,Algeria,
DAOF,TIN,Tindouf Airport,Medium airport,Tindouf,Algeria,
DA16,,Tindouf East Airport,Small airport,,Algeria,
FVTD,,Tinfields Airport,Small airport,Tinfields,Zimbabwe,
DA13,,Tinfouchy Airport,Small airport,,Algeria,
FZOB,,Tingi-Tingi Airport,Small airport,Tingi-Tingi,Congo (Kinshasa),
HATP,TIE,Tippi Airport,Small airport,Tippi,Ethiopia,
GMMT,,Tit Mellil Airport,Small airport,Casablanca,Morocco,
DFCI,,Titao Airport,Small airport,Titao,Burkina Faso,
FXTK,TKO,Tlokoeng Airport,Small airport,Tlokoeng,Lesotho,
FMMT,TMM,Toamasina Airport,Medium airport,Toamasina,Madagascar,
FMSD,FTU,Tôlanaro Airport,Medium airport,Tôlanaro,Madagascar,
FMST,TLE,Toliara Airport,Medium airport,Toliara,Madagascar,
FATF,,Tommys Field Airport,Small airport,Beeshoek,South Africa,
HSTO,,Tong Airport,Small airport,Tong,South Sudan,
GFTO,,Tongo Airport,Small airport,Tongo,Sierra Leone,
FVTJ,,Tonje Airport,Small airport,Tonje,Zimbabwe,
FZDE,,Tono Airport,Small airport,Tono,Congo (Kinshasa),
FBTN,,Tonunga Airport,Small airport,Tonunga,Botswana,
HSTR,,Torit Airport,Small airport,Torit,South Sudan,
HUTO,TRY,Tororo Airport,Small airport,Tororo,Uganda,
FNTO,,Toto Airport,Small airport,Toto,Angola,
DAUA,AZR,Touat Cheikh Sidi Mohamed Belkebir Airport,Medium airport,Adrar,Algeria,
DFOT,TUQ,Tougan Airport,Small airport,Tougan,Burkina Faso,
DAUK,TGR,Touggourt Sidi Madhi Airport,Medium airport,Touggourt,Algeria,
DTTZ,TOE,Tozeur Nefta International Airport,Medium airport,Tozeur,Tunisia,
FATR,,Trennery's Airport,Small airport,Qolora,South Africa,
HLLT,TIP,Tripoli International Airport,Large airport,Tripoli,Libya,
FMNT,TTS,Tsaratanana Airport,Small airport,Tsaratanana,Madagascar,
FBTU,,Tsau Airport,Small airport,Tsau,Botswana,
FBTS,TBY,Tshabong Airport,Small airport,Tshabong,Botswana,
FDTS,,Tshaneni Airport,Small airport,Tshaneni,Swaziland,
FZAH,,Tshela Airport,Small airport,Tshela,Congo (Kinshasa),
FZUR,,Tshibala Airport,Small airport,Tshibala,Congo (Kinshasa),
FZUS,,Tshikaji Airport,Small airport,Tshikaji,Congo (Kinshasa),
FZUK,TSH,Tshikapa Airport,Small airport,Tshikapa,Congo (Kinshasa),
FZAM,MAT,Tshimpi Airport,Small airport,Matadi,Congo (Kinshasa),
FVTS,,Tsholothso Airport,Small airport,Tsholothso,Zimbabwe,
FZVJ,,Tshumbe Airport,Small airport,Tshumbe,Congo (Kinshasa),
FBJC,,Tsigaro Airport,Small airport,Jack's Camp,Botswana,
FMMX,WTS,Tsiroanomandidy Airport,Small airport,Tsiroanomandidy,Madagascar,
FATK,,Tsitsikama Fly Airport,Small airport,Tsitsikama,South Africa,
DAFI,QDJ,Tsletsi Airport,Small airport,Djelfa,Algeria,
FBTH,,Tsodilo Hills Airport,Small airport,Tsodilo,Botswana,
FYTM,TSB,Tsumeb Airport,Medium airport,Tsumeb,Namibia,
FYTK,,Tsumkwe Airport,Small airport,Tsumkwe,Namibia,
FVTU,,Tuli Airport,Small airport,Tuli,Zimbabwe,
HSTU,,Tumbura Airport,Small airport,Tumbura,South Sudan,
HAMJ,,Tume Airport,Small airport,Maji,Ethiopia,
HTTU,,Tunduru Airport,Small airport,Tunduru,Tanzania,
DTTA,TUN,Tunis Carthage International Airport,Large airport,Tunis,Tunisia,
FZWT,KBN,Tunta Airport,Small airport,Kabinda,Congo (Kinshasa),
FATT,,Tutuka Power Station Airport,Small airport,Standerton,South Africa,
FATZ,LTA,Tzaneen Airport,Medium airport,Tzaneen,South Africa,
HLUB,QUB,Ubari Airport,Small airport,Ubari,Libya,
FDUB,,Ubombo Ranches Airport,Small airport,Big Bend,Swaziland,
FAUG,,Ugie Airport,Small airport,Ugie,South Africa,
FNUG,UGO,Uige Airport,Medium airport,Uige,Angola,
FYUS,,Uis Mine Airport,Small airport,Uis Mine,Namibia,
FAUH,,Uitenhage Airport,Small airport,Uitenhage,South Africa,
HKUK,UKA,Ukunda Airstrip,Small airport,Ukunda,Kenya,
FAUC,,Ulco Airport,Small airport,Ulco,South Africa,
FQUG,,Ulongwe Airport,Small airport,Ulongwe,Mozambique,
FAUS,ULX,Ulusaba Airport,Small airport,Ulusaba,South Africa,
FAUB,,Underberg Airport,Small airport,Underberg,South Africa,
HTUR,,Urambo Airport,Small airport,Urambo,Tanzania,
HTUT,,Utete Airport,Small airport,Utete,Tanzania,
FAUR,,Utrecht Airport,Small airport,Utrecht,South Africa,
HTUV,,Uvinza Airport,Small airport,Uvinza,Tanzania,
FAVA,,Vaalputs Airport,Small airport,Vaalputs,South Africa,
FAVP,,Vanderbijlpark Airport,Small airport,Vanderbijlpark,South Africa,
FZCD,,Vanga Airport,Small airport,Vanga,Congo (Kinshasa),
FMSU,VND,Vangaindrano Airport,Small airport,Vangaindrano,Madagascar,
FAVS,,Vastrap Airport,Small airport,Upington,South Africa,
FMMY,VAT,Vatomandry Airport,Small airport,Vatomandry,Madagascar,
FAVM,,Venetia Airport,Small airport,Venetia Mine,South Africa,
FAVE,,Ventersdorp Airport,Small airport,Ventersdorp,South Africa,
FAVF,,Verborgenfontei Airport,Small airport,Verborgenfontein,South Africa,
FAVV,,Vereeniging Airport,Medium airport,Vereeniging,South Africa,
FVFA,VFA,Victoria Falls International Airport,Medium airport,Victoria Falls,Zimbabwe,
FAVW,,Victoria West Airport,Small airport,Victoria West,South Africa,
FQ49,,Vila Franca do Save Airport,Small airport,Vila Franca do Save,Mozambique,
FQVL,VNX,Vilankulo Airport,Medium airport,Vilanculo,Mozambique,
FZSB,,Ville Airport,Small airport,Kamina,Congo (Kinshasa),
FOGJ,KDJ,Ville Airport,Small airport,N'Djolé,Gabon,
FAVG,VIR,Virginia Airport,Medium airport,Durban,South Africa,
FMNV,VOH,Vohemar Airport,Medium airport,Vohemar,Madagascar,
HKVO,,Voi Airport,Small airport,Voi,Kenya,
GLVA,VOI,Voinjama Airport,Small airport,Voinjama,Liberia,
FAVU,,Volksrust Airport,Small airport,Volksrust,South Africa,
FAVI,,Von Abo's Villa Airport,Small airport,Von Abo's Villa,South Africa,
FAVD,,Vrede Airport,Small airport,Vrede,South Africa,
FAVR,VRE,Vredendal Airport,Medium airport,Vredendal,South Africa,
FAVB,VRU,Vryburg Airport,Medium airport,Vyrburg,South Africa,
FAVY,VYD,Vryheid Airport,Small airport,Vryheid,South Africa,
FBVM,,Vumbura Airport,Small airport,Vumbura,Botswana,
DGLW,,Wa Airport,Small airport,Wa,Ghana,
HAWC,WAC,Waca Airport,Small airport,Waca,Ethiopia,
FNWK,CEO,Waco Kungo Airport,Small airport,Waco Kungo,Angola,
HSWD,DNI,Wad Medani Airport,Small airport,Wad Medani,Sudan,
HL72,,Waddan Airport,Small airport,,Libya,
HE26,,Wadi Abu Shihat,Small airport,,Egypt,
HL82,,Wadi Buzanad Sw Airport,Small airport,,Libya,
HSSW,WHF,Wadi Halfa Airport,Small airport,Wadi Halfa,Sudan,
HKWJ,WJR,Wajir Airport,Medium airport,Wajir,Kenya,
FLWW,,Waka Waka Airport,Small airport,Waka Waka,Zambia,
FADU,,Walkersons Field,Small airport,,South Africa,
FYWB,WVB,Walvis Bay Airport,Medium airport,Walvis Bay,Namibia,
FZDD,,Wamba Luadi Airport,Small airport,Wamba Luadi,Congo (Kinshasa),
HAWR,WRA,Warder Airport,Small airport,Warder,Ethiopia,
HLWA,,Warehouse 59A Airport,Small airport,Warehouse 59A,Libya,
HLGL,,Warehouse 59e Airport,Small airport,,Libya,
FAWA,,Warmbaths Airport,Small airport,Warmbaths,South Africa,
DNSU,QRW,Warri Airport,Medium airport,Warri,Nigeria,
FZVL,,Wasolo Airport,Small airport,Wasolo,Congo (Kinshasa),
FAWK,WKF,Waterkloof Air Force Base,Medium airport,Pretoria,South Africa,
FZJI,,Watsa Airport,Small airport,Watsa,Congo (Kinshasa),
HSWW,WUU,Wau Airport,Medium airport,Wau,South Sudan,
FAWR,,Wavecrest Airport,Small airport,Wavecrest,South Africa,
HL79,,Waw Al Kabir Airport,Small airport,,Libya,
HKWE,,Webuye Airport,Small airport,Webuye,Kenya,
FVWD,,Wedza Airport,Small airport,Wedza,Zimbabwe,
FAWM,,Welkom Airport,Small airport,Welkom,South Africa,
FZGH,,Wema Airport,Small airport,Wema,Congo (Kinshasa),
FZVN,,Wembo-Nyama Airport,Small airport,Wembo-Nyama,Congo (Kinshasa),
FAWP,,Wepener Airport,Small airport,Wepener,South Africa,
FAWS,,Wesselbronn Af Airport,Small airport,Wesselsbron,South Africa,
FLWE,,West Five Airport,Small airport,Lipanda,Zambia,
FLWD,,West Four Airport,Small airport,West Four,Zambia,
HTWK,,West Kilimanjaro Airport,Small airport,West Kilimanjaro,Tanzania,
FLWA,,West One Airport,Small airport,Chinka,Zambia,
FLWG,,West Seven Airport,Small airport,Chanika,Zambia,
FLWF,,West Six Airport,Small airport,Kauni,Zambia,
FLWC,,West Three Airport,Small airport,Nyoka,Zambia,
FLWB,,West Two Airport,Small airport,Metamba,Zambia,
FAWL,,Williston Airport,Small airport,Williston,South Africa,
FAWO,,Willowmore Airport,Small airport,Willowmore,South Africa,
HAJJ,JIJ,Wilwal International Airport,Medium airport,Jijiga,Ethiopia,
FAWN,,Winburg Airport,Small airport,Winburg,South Africa,
FAWT,,Winterveldt Mine Airport,Small airport,Doornbosch,South Africa,
FAWI,,Witbank Airport,Small airport,Witbank,South Africa,
FATW,,Witberg Tswalu Airport,Small airport,Tswalo Game Reserve,South Africa,
FYWI,,Witvlei Airport,Small airport,Witvlei,Namibia,
FAWD,,Wolmeransstad Airport,Small airport,Wolmeransstad,South Africa,
FYWD,,Wolwedans Airport,Small airport,,Namibia,
FAWB,PRY,Wonderboom Airport,Medium airport,Pretoria,South Africa,
FAWC,,Worcester Glider Airport,Small airport,Worcester,South Africa,
FBXA,,Xai Xai Airport,Small airport,Xaxa,Botswana,
FQXA,VJB,Xai-Xai Airport,Small airport,Xai-Xai,Mozambique,
FNXA,XGN,Xangongo Airport,Medium airport,Xangongo,Angola,
FBXB,,Xaxaba Airport,Small airport,Xaxaba,Botswana,
FBXI,,Xigera Airport,Small airport,Xigera,Botswana,
FBXR,,Xorogom Airport,Small airport,Xorogom,Botswana,
FBXG,,Xugana Airport,Small airport,,Botswana,
FKKJ,GXX,Yagoua Airport,Small airport,Yagoua,Cameroon,
DFCY,,Yako Airport,Small airport,Yako,Burkina Faso,
DNJO,JOS,Yakubu Gowon Airport,Medium airport,Jos,Nigeria,
FEFY,AIG,Yalinga Airport,Small airport,Yalinga,Central African Republic,
FZGI,,Yalingimba Airport,Small airport,Yalingimba,Congo (Kinshasa),
HSYA,,Yambio Airport,Small airport,Yambio,South Sudan,
DIYO,ASK,Yamoussoukro Airport,Medium airport,Yamoussoukro,Côte d'Ivoire,
FZIR,YAN,Yangambi Airport,Small airport,Yangambi,Congo (Kinshasa),
FKKY,YAO,Yaoundé Airport,Medium airport,Yaoundé,Cameroon,
FKYS,NSI,Yaoundé Nsimalen International Airport,Medium airport,Yaoundé,Cameroon,
FZDS,,Yasa Bongo Airport,Small airport,Yasa Bongo,Congo (Kinshasa),
FZKI,,Yedi Airport,Small airport,Yedi,Congo (Kinshasa),
HSYE,,Yei Airport,Small airport,Yei,South Sudan,
GAYE,EYL,Yélimané Airport,Small airport,Yélimané,Mali,
FZEM,,Yembe Moke Airport,Small airport,Yembe Moke,Congo (Kinshasa),
FZGY,,Yemo Airport,Small airport,Yemo,Congo (Kinshasa),
DGLY,,Yendi Airport,Small airport,Yendi,Ghana,
GFYE,WYE,Yengema Airport,Medium airport,Yengema,Sierra Leone,
HSYL,,Yirol Airport,Small airport,Yirol,South Sudan,
FCBY,NKY,Yokangassi Airport,Small airport,Nkayi,Congo (Brazzaville),
DNYO,YOL,Yola Airport,Medium airport,Yola,Nigeria,
FVYB,,Yomba Airport,Small airport,Yomba,Zimbabwe,
FAYP,,Ysterplaat Air Force Base,Medium airport,Cape Town,South Africa,
FZCY,,Yuki Airport,Small airport,Yuki,Congo (Kinshasa),
DFEZ,XZA,Zabré Airport,Small airport,Zabré,Burkina Faso,
GMAZ,OZG,Zagora Airport,Small airport,Zagora,Morocco,
FVZK,,Zaka Airport,Small airport,Zaka,Zimbabwe,
HSZA,ZLX,Zalingei Airport,Small airport,Zalingei,Sudan,
FLZB,BBZ,Zambezi Airport,Small airport,Zambezi,Zambia,
FCBZ,ANJ,Zanaga Airport,Small airport,Zanaga,Congo (Brazzaville),
DNZA,ZAR,Zaria Airport,Medium airport,Zaria,Nigeria,
FAZA,,Zastron Airport,Small airport,Zastron,South Africa,
FAZR,,Zeerust Airport,Small airport,Zeerust,South Africa,
HLZA,,Zella 74 Airport,Small airport,,Libya,
HL50,,Zelten Sw New Airport,Small airport,,Libya,
FEFZ,IMO,Zemio Airport,Small airport,Zemio,Central African Republic,
DAON,TLM,Zenata – Messali El Hadj Airport,Medium airport,Tlemcen,Algeria,
GOGG,ZIG,Ziguinchor Airport,Medium airport,Ziguinchor,Senegal,
DRZR,ZND,Zinder Airport,Medium airport,Zinder,Niger,
FVZC,,Zisco Airport,Small airport,Zisco,Zimbabwe,
FVSC,,Zisco Airport,Small airport,,Zimbabwe,
FWZA,,Zomba Airport,Small airport,Zomba,Malawi,
DFEO,,Zorgo Airport,Small airport,Zorgo,Burkina Faso,
FTTR,,Zouar Airport,Small airport,Zouar,Chad,
HLZU,,Zueitina Airport,Small airport,,Libya,
HL62,,Zuetina Airport,Small airport,,Libya,
FADQ,PZL,Zulu Inyala Airport,Small airport,Phinda,South Africa,
FVSH,,Zvishavane Airport,Small airport,,Zimbabwe,
HLZW,WAX,Zwara Airport,Small airport,Zuwara,Libya,
